,RECHARGE_VALUE,MIN_RECHARGE_AVG,P2_MADE_CALLS_DURATION,P2_PERC_DAYS_SOCIAL_NETWORK_OTT,PERC_SOCIAL_NETWORK_SESSIONS_IN_P1,PERC_INTERNET_SESSIONS_IN_P1,PERC_RECEIVED_CALLS_DURATION_IN_P2,PERC_P4_RECEIVED_CALLS_DURATION_BY_TOTAL,P23_PERC_DAYS_MADE_CALLS_OTT,WEEKDAY_PERC_INTERNET_MB,WEEKEND_HOLYDAY_PERC_SOCIAL_NETWORK_SESSIONS,WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION,AGE_TYPE
11171,550.0,66.67,207.0,97.62,24.0,25.0,39.0,8.0,47.67,13.89,21.33,0.68,5
11172,200.0,50.0,91.0,83.33,4.0,4.0,66.0,2.0,63.64,28.73,24.82,0.0,6
11173,690.0,30.0,161.0,100.0,25.0,25.0,41.0,6.0,20.51,9.51,22.71,0.38,3
11174,790.0,44.0,715.0,100.0,21.0,22.0,50.0,3.0,96.55,14.8,23.63,1.68,9
11175,310.0,16.67,8.0,100.0,22.0,22.0,53.0,9.0,1.45,15.47,13.83,0.09,3
11176,100.0,50.0,144.0,92.68,20.0,21.0,26.0,8.0,9.23,12.34,18.73,0.0,7
11177,50.0,50.0,68.0,50.0,33.0,33.0,26.0,13.0,40.0,0.0,16.67,0.0,6
11178,740.0,55.71,16.0,97.92,15.0,16.0,20.0,17.0,16.67,23.97,20.19,0.11,2
11179,600.0,100.0,68.0,100.0,20.0,21.0,41.0,9.0,68.97,15.75,22.37,0.55,7
11180,430.0,43.33,501.0,100.0,8.0,8.0,52.0,2.0,12.99,30.88,22.33,2.02,5
11181,180.0,30.0,112.0,26.67,7.0,7.0,43.0,3.0,31.58,78.34,16.67,0.0,10
11182,210.0,27.5,29.0,77.78,10.0,10.0,28.0,5.0,40.0,36.33,22.86,0.1,5
11183,390.0,20.0,36.0,29.17,12.0,15.0,32.0,15.0,46.43,75.78,20.59,0.02,7
11184,300.0,100.0,40.0,0.0,0.0,0.0,45.0,3.0,58.33,0.0,28.57,0.0,9
11185,300.0,50.0,228.0,0.0,0.0,0.0,39.0,6.0,61.54,0.0,0.0,0.0,10
11186,250.0,20.0,810.0,47.73,12.0,13.0,41.0,4.0,51.72,9.2,24.32,0.07,4
11187,250.0,50.0,202.0,83.33,7.0,7.0,35.0,11.0,40.58,18.84,25.56,0.03,3
11188,90.0,30.0,47.0,80.0,10.0,9.0,35.0,6.0,23.53,84.01,18.75,0.0,3
11189,200.0,50.0,17.0,69.57,5.0,4.0,50.0,17.0,10.34,39.34,21.88,0.15,2
11190,400.0,100.0,1117.0,4.55,12.0,13.0,53.0,3.0,85.14,100.0,11.11,0.0,10
11191,300.0,100.0,14.0,100.0,17.0,18.0,47.0,8.0,61.54,27.7,20.38,0.02,3
11192,400.0,100.0,789.0,2.63,0.0,0.0,39.0,7.0,83.54,58.2,0.0,0.0,10
11193,220.0,60.0,62.0,0.0,0.0,0.0,36.0,15.0,47.37,100.0,0.0,0.0,4
11194,340.0,11.25,145.0,93.51,22.0,22.0,34.0,10.0,16.25,6.9,14.33,4.48,2
11195,-203.916379685024,26.480134170082103,25.0,0.0,0.0,0.0,28.0,18.0,0.0,0.0,0.0,0.0,5
11196,50.0,50.0,76.0,85.71,20.0,21.0,37.0,15.0,37.5,1.15,20.11,0.01,6
11197,30.0,10.0,61.0,100.0,24.0,24.0,42.0,2.0,0.0,72.79,13.04,0.09,6
11198,400.0,100.0,90.0,68.42,9.0,9.0,48.0,11.0,69.62,9.33,24.18,0.05,4
11199,720.0,47.5,129.0,96.51,21.0,21.0,32.0,7.0,65.12,48.84,26.81,0.06,4
11200,320.0,50.0,89.0,69.23,31.0,31.0,32.0,10.0,66.15,13.92,23.55,1.08,3
11201,770.0,50.0,17.0,98.04,31.0,30.0,22.0,4.0,11.54,26.3,22.74,0.39,8
11202,100.0,100.0,22.0,97.56,22.0,21.0,17.0,12.0,14.81,20.87,16.91,0.05,2
11203,50.0,50.0,148.0,0.0,100.0,100.0,52.0,1.0,60.0,0.0,0.0,0.76365878987384,5
11204,560.0,20.0,1758.0,92.98,18.0,20.0,46.0,2.0,53.33,29.58,24.36,0.15,3
11205,450.0,26.67,198.0,100.0,19.0,20.0,19.0,5.0,13.7,31.4,20.47,0.03,5
11206,360.0,40.0,574.0,0.0,0.0,0.0,41.0,5.0,88.89,0.0,0.0,0.0,4
11207,300.0,100.0,181.0,75.93,4.0,3.0,35.0,4.0,53.13,88.46,21.47,0.06,8
11208,-227.78683201263598,-9.071277399326071,0.0,0.0,0.0,0.0,36.0,9.0,0.0,0.0,0.0,0.0,5
11209,350.0,33.33,238.0,93.44,21.0,19.0,59.0,1.0,10.61,22.87,21.89,0.35,5
11210,450.0,75.0,462.0,59.74,17.0,17.0,41.0,5.0,74.7,2.0,19.41,1.21,5
11211,300.0,50.0,1539.0,91.78,15.0,15.0,44.0,4.0,37.66,15.86,21.56,0.04,6
11212,270.0,30.0,761.0,1.75,0.0,0.0,61.0,2.0,67.16,71.03,0.0,0.0,10
11213,340.0,60.0,34.0,88.61,11.0,13.0,44.0,7.0,31.71,8.87,19.97,0.51,3
11214,470.0,44.0,42.0,100.0,20.0,22.0,39.0,14.0,47.67,19.4,20.68,0.11,5
11215,100.0,50.0,84.0,93.75,9.0,7.0,33.0,16.0,25.0,19.61,41.24,0.11,3
11216,200.0,100.0,17.0,100.0,6.0,7.0,42.0,12.0,56.0,54.34,27.66,0.05,3
11217,160.0,20.0,10.0,82.35,3.0,2.0,19.0,24.0,17.24,47.59,22.5,1.37,2
11218,270.0,42.5,53.0,100.0,10.0,17.0,53.0,15.0,7.55,6.67,38.96,0.11,2
11219,340.0,18.0,123.0,0.0,0.0,0.0,72.0,2.0,69.57,0.0,0.0,0.0,7
11220,240.0,30.0,101.0,75.0,13.0,13.0,34.0,12.0,54.55,57.69,24.43,0.11,4
11221,500.0,100.0,595.0,26.03,14.0,16.0,34.0,5.0,90.12,77.0,26.67,0.05,9
11222,480.0,22.5,771.0,100.0,20.0,24.0,45.0,4.0,54.02,41.65,20.36,0.1,7
11223,140.0,23.33,58.0,97.3,10.0,10.0,31.0,8.0,0.0,35.41,26.78,0.29,2
11224,900.0,300.0,126.0,100.0,25.0,26.0,23.0,5.0,9.59,42.51,21.21,0.0,6
11225,400.0,100.0,104.0,96.39,29.0,27.0,56.0,4.0,61.9,13.06,22.73,0.03,7
11226,690.0,48.33,408.0,97.7,13.0,14.0,31.0,7.0,72.41,41.19,32.12,0.26,3
11227,550.0,50.0,944.0,2.99,0.0,0.0,32.0,5.0,87.01,22.32,14.29,0.0,6
11228,330.0,20.0,314.0,82.76,18.0,16.0,47.0,9.0,69.35,47.5,18.49,0.08,3
11229,570.0,20.0,20.0,98.53,23.0,23.0,27.0,13.0,24.42,17.41,21.94,0.33,2
11230,780.0,110.0,77.0,75.41,15.0,15.0,62.0,8.0,67.65,87.78,12.72,0.21,9
11231,220.0,20.0,255.0,100.0,14.0,13.0,47.0,2.0,0.0,6.15,13.7,0.08,3
11232,320.0,36.67,214.0,73.91,11.0,11.0,46.0,4.0,9.23,29.44,17.44,0.11,8
11233,200.0,50.0,1171.0,44.74,10.0,12.0,50.0,3.0,65.96,81.04,15.38,0.28,8
11234,-35.1464677299229,-12.7922173437838,10.0,100.0,21.0,14.0,37.0,20.0,0.0,39.33,14.13,0.0,2
11235,30.0,30.0,47.0,85.71,23.0,29.0,19.0,3.0,22.22,32.08,14.29,0.09,5
11236,610.0,40.0,139.0,86.84,21.0,18.0,44.0,7.0,26.25,8.12,23.41,1.76,7
11237,210.0,32.5,275.0,62.5,20.0,21.0,54.0,4.0,31.82,5.73,15.76,0.06,4
11238,200.0,100.0,296.0,100.0,23.0,21.0,53.0,5.0,28.17,71.45,19.85,0.0,6
11239,600.0,50.0,98.0,94.29,21.0,20.0,31.0,9.0,48.05,17.74,23.21,0.17,5
11240,50.0,50.0,6.0,88.1,23.0,23.0,71.0,4.0,6.38,98.22,16.67,0.0,10
11241,450.0,150.0,483.0,95.24,12.0,13.0,47.0,6.0,75.86,32.83,24.53,0.72,5
11242,420.0,56.67,11.0,98.44,9.0,8.0,39.0,7.0,32.84,23.43,24.31,0.52,4
11243,100.0,50.0,118.0,100.0,19.0,17.0,31.0,12.0,7.89,48.92,18.95,0.31,6
11244,100.0,50.0,0.0,100.0,14.0,13.0,44.0,0.0,2.82,55.39,19.74,0.0,2
11245,300.0,100.0,461.0,56.52,12.0,10.0,54.0,5.0,44.44,74.74,22.22,0.0,10
11246,70.0,20.0,194.0,71.43,14.0,13.0,30.0,7.0,27.78,76.06,18.92,0.0,2
11247,420.0,13.75,438.0,100.0,24.0,25.0,37.0,5.0,16.09,1.77,19.84,0.05,3
11248,-272.105682562229,-5.04297915762816,4.0,100.0,14.0,8.0,48.0,20.0,0.0,100.0,14.929332614272099,0.0397627374739749,4
11249,500.0,100.0,434.0,100.0,20.0,21.0,43.0,5.0,56.98,47.57,28.19,0.42,8
11250,400.0,100.0,366.0,52.5,17.0,15.0,46.0,6.0,96.43,46.46,25.61,0.03,9
11251,150.0,75.0,17.0,100.0,30.0,30.0,35.0,13.0,30.77,23.27,27.87,0.04,2
11252,850.0,35.0,243.0,92.31,20.0,19.0,54.0,4.0,47.5,17.15,20.9,0.12,4
11253,400.0,100.0,43.0,100.0,20.0,20.0,50.0,7.0,9.62,93.34,12.89,0.02,10
11254,-217.760838808903,16.4563096397062,569.0,0.0,0.0,0.0,33.0,2.0,0.0,0.0,0.0,0.0,9
11255,150.0,50.0,93.0,90.48,23.0,22.0,74.0,3.0,40.0,74.55,23.02,1.0,4
11256,450.0,75.0,193.0,100.0,19.0,23.0,60.0,5.0,65.52,23.82,13.68,0.1,9
11257,330.0,20.0,143.0,11.11,17.0,17.0,35.0,7.0,56.0,40.87,11.54,0.01,4
11258,300.0,50.0,73.0,40.63,7.0,7.0,33.0,15.0,75.0,21.79,25.73,0.0,4
11259,450.0,50.0,1397.0,91.76,22.0,20.0,53.0,2.0,73.56,20.79,25.41,0.16,4
11260,300.0,100.0,185.0,98.36,22.0,25.0,44.0,12.0,90.32,16.14,20.71,2.18,9
11261,132.996511436017,7.919173044807231,430.0,89.47,16.0,14.0,41.0,2.0,0.0,57.26,16.39,0.0,4
11262,600.0,100.0,333.0,100.0,21.0,20.0,60.0,2.0,86.21,62.22,24.51,0.26,2
11263,100.0,50.0,12.0,0.0,20.0,17.0,25.0,26.0,45.45,100.0,0.0,0.0,9
11264,70.0,20.0,2254.0,100.0,4.0,4.0,61.0,1.0,0.0,37.49,21.89,0.02,9
11265,300.0,50.0,67.0,100.0,20.0,23.0,41.0,11.0,37.88,19.14,27.75,0.65,6
11266,200.0,50.0,4.0,93.94,17.0,17.0,15.0,28.0,7.5,20.19,25.49,0.01,4
11267,570.0,73.33,48.0,96.05,16.0,16.0,29.0,10.0,30.38,21.2,24.03,0.53,4
11268,150.0,50.0,512.0,4.17,25.0,42.0,34.0,6.0,75.86,100.0,0.0,0.0,6
11269,100.0,100.0,37.0,75.0,0.0,0.0,43.0,4.0,16.67,70.18,18.3056398168042,1.84130703246092,7
11270,110.0,20.0,4.0,54.55,26.0,21.0,54.0,15.0,7.69,24.89,16.67,0.0,2
11271,580.847073239637,104.730661420861,420.0,0.0,17.0,17.0,47.0,5.0,0.0,12.07,16.67,0.0,6
11272,480.0,20.0,136.0,7.41,0.0,0.0,35.0,10.0,60.0,100.0,12.5,0.0,10
11273,570.0,44.0,120.0,47.76,1.0,1.0,28.0,3.0,60.26,8.24,26.77,0.01,6
11274,790.0,36.67,452.0,96.51,9.0,10.0,55.0,4.0,98.85,2.89,31.72,0.04,4
11275,340.0,20.0,347.0,54.55,22.0,18.0,13.0,5.0,5.88,69.96,14.52,0.03,6
11276,250.0,50.0,932.0,97.06,15.0,14.0,30.0,3.0,53.62,45.24,25.89,0.04,4
11277,1070.0,31.43,25.0,67.9,27.0,28.0,26.0,33.0,36.78,83.15,26.14,0.05,8
11278,200.0,100.0,31.0,13.64,33.0,33.0,45.0,5.0,19.35,0.0,16.67,0.0,10
11279,170.0,35.0,181.0,77.27,22.0,17.0,41.0,11.0,50.0,92.91,12.99,0.05,7
11280,600.0,200.0,278.0,98.85,21.0,23.0,41.0,8.0,71.26,16.53,22.85,0.29,4
11281,220.0,17.5,17.0,92.86,16.0,14.0,36.0,13.0,10.0,45.13,20.66,0.0,6
11282,40.0,20.0,46.0,0.0,0.0,0.0,33.0,2.0,42.86,0.0,0.0,0.0,4
11283,450.0,83.33,8.0,95.65,27.0,26.0,38.0,15.0,14.81,27.14,17.1,0.68,3
11284,400.0,100.0,47.0,88.1,5.0,5.0,26.0,8.0,25.81,37.76,20.98,0.28,3
11285,200.0,100.0,23.0,83.87,23.0,22.0,53.0,4.0,14.29,97.41,12.65,0.01,10
11286,260.0,20.0,46.0,85.0,2.0,3.0,36.0,15.0,11.63,16.71,27.01,0.24,2
11287,570.0,42.5,274.0,46.15,31.0,30.0,34.0,4.0,80.26,12.81,23.36,0.04,6
11288,470.0,20.0,237.0,89.39,20.0,20.0,18.0,5.0,84.51,27.17,21.35,0.26,6
11289,337.400715807509,12.845780217224501,-1765.9949760210602,27.031160429791303,0.0,0.0,0.0,100.0,-7.40203803143888,0.0,12.381768832001601,2.37002039498767,6
11290,300.0,100.0,107.0,22.22,3.0,3.0,52.0,5.0,61.02,99.99,14.08,0.0,8
11291,420.0,60.0,235.0,91.57,10.0,11.0,61.0,4.0,74.71,46.6,23.85,0.1,8
11292,30.0,30.0,13.0,33.33,0.0,0.0,50.0,9.0,20.0,0.0,0.0,0.0,7
11293,300.0,100.0,37.0,73.68,16.0,15.0,34.0,18.0,27.94,30.49,21.36,0.01,4
11294,500.0,50.0,52.0,2.04,0.0,0.0,38.0,17.0,62.5,0.0,0.0,0.0,5
11295,350.561547812079,47.994775647021704,0.0,100.0,6.0,6.0,0.0,20.0,0.0,0.0,16.67,0.0,2
11296,200.0,100.0,640.0,93.22,30.0,29.0,50.0,4.0,86.89,21.63,20.46,0.01,7
11297,530.0,45.0,808.0,94.59,24.0,24.0,26.0,3.0,59.74,4.97,25.13,0.37,5
11298,310.0,20.0,243.0,98.77,18.0,19.0,33.0,7.0,22.09,19.98,19.21,0.07,3
11299,550.0,50.0,122.0,83.02,22.0,24.0,28.0,6.0,44.62,33.51,29.02,0.26,5
11300,400.0,100.0,381.0,81.71,14.0,15.0,48.0,9.0,94.05,16.73,24.21,0.42,6
11301,50.0,25.0,8.0,77.78,21.0,21.0,30.0,14.0,22.22,0.0,16.67,0.0,3
11302,80.0,25.0,148.0,100.0,24.0,25.0,48.0,7.0,3.75,21.34,14.61,0.01,6
11303,485.882197233367,40.5234024582597,270.0,100.0,0.0,0.0,43.0,6.0,0.0,0.0,0.0,0.0,5
11304,380.0,25.0,4.0,94.64,3.0,3.0,31.0,28.0,6.35,38.02,24.07,0.61,2
11305,640.0,32.86,1806.0,98.75,24.0,25.0,22.0,4.0,60.71,36.98,24.34,0.31,7
11306,684.937530278571,49.6579622277094,0.0,100.0,0.0,0.0,20.0,17.0,0.0,0.0,16.67,2.31586593837596,7
11307,400.0,100.0,344.0,95.31,13.0,13.0,46.0,1.0,38.57,36.95,25.56,0.01,6
11308,400.0,100.0,118.0,77.94,5.0,5.0,43.0,9.0,52.63,48.09,22.07,0.08,7
11309,450.0,50.0,80.0,95.4,24.0,22.0,43.0,13.0,49.43,46.85,24.58,0.0,10
11310,710.0,35.71,532.0,98.84,23.0,20.0,49.0,4.0,86.21,9.77,22.48,0.78,6
11311,800.0,80.0,642.0,100.0,20.0,20.0,46.0,4.0,20.0,44.05,22.02,0.05,4
11312,200.0,50.0,94.0,73.53,23.0,25.0,25.0,20.0,63.16,31.62,28.16,0.01,2
11313,550.0,50.0,350.0,98.84,12.0,9.0,30.0,4.0,95.4,22.42,10.12,0.47,7
11314,350.0,30.0,671.0,85.94,22.0,23.0,42.0,6.0,58.82,13.62,19.56,6.42,8
11315,400.0,100.0,449.0,9.09,0.0,0.0,57.0,3.0,74.14,100.0,0.0,0.0,7
11316,500.0,50.0,631.0,90.0,15.0,17.0,48.0,3.0,31.03,57.28,23.29,0.0,10
11317,470.0,40.0,265.0,96.34,23.0,22.0,38.0,9.0,44.83,23.77,21.12,2.55,8
11318,700.0,100.0,67.0,64.79,23.0,23.0,42.0,10.0,54.32,5.91,26.84,0.0,7
11319,400.0,100.0,106.0,92.31,7.0,7.0,49.0,5.0,22.35,21.65,22.62,0.11,3
11320,580.0,32.86,17.0,76.32,14.0,13.0,40.0,12.0,26.0,54.4,24.37,0.07,8
11321,63.53305872634171,77.8303562509115,6.0,85.71,0.0,0.0,53.0,6.0,0.0,0.0,16.67,0.0,6
11322,-244.485461724497,4.575104108588009,18.0,57.14,26.0,24.0,35.0,11.0,40.0,78.34,20.69,0.0,6
11323,247.330755966628,69.0685339497956,16.0,100.0,14.0,14.0,22.0,26.0,0.0,0.0,16.33,0.0,7
11324,1080.0,46.0,38.0,100.0,13.0,13.0,42.0,6.0,32.18,13.96,31.93,0.63,3
11325,70.0,23.33,296.0,100.0,21.0,26.0,41.0,9.0,8.05,10.94,17.25,0.01,3
11326,700.0,100.0,967.0,97.7,20.0,21.0,52.0,4.0,89.66,15.69,23.52,0.08,6
11327,100.0,20.0,30.0,30.23,6.0,2.0,37.0,6.0,65.38,61.66,15.0,0.0,3
11328,620.0,44.0,198.0,83.12,20.0,20.0,42.0,8.0,84.34,8.44,23.03,0.39,3
11329,600.0,150.0,52.0,66.18,16.0,17.0,51.0,6.0,66.67,35.8,20.14,0.02,4
11330,350.0,34.0,37.0,77.97,9.0,9.0,43.0,9.0,28.17,31.4,23.62,0.16,3
11331,750.0,50.0,27.0,95.89,21.0,23.0,40.0,7.0,20.0,4.3,25.96,0.03,4
11332,110.0,10.0,37.0,0.0,0.0,0.0,44.0,12.0,0.0,0.0,0.0,0.0,9
11333,300.0,100.0,43.0,100.0,20.0,20.0,33.0,10.0,20.29,23.61,24.03,0.33,9
11334,710.0,41.67,822.0,21.33,9.0,9.0,41.0,7.0,90.36,100.0,16.41,0.0,10
11335,250.0,25.0,73.0,82.05,6.0,4.0,54.0,2.0,24.39,67.05,12.14,0.01,5
11336,20.0,20.0,76.0,0.0,0.0,0.0,61.0,4.0,0.0,0.0,0.0,0.0,8
11337,400.0,100.0,13.0,79.17,21.0,21.0,21.0,9.0,18.18,47.37,17.88,0.0,9
11338,520.0,56.67,250.0,73.24,3.0,3.0,55.0,9.0,52.56,7.54,25.23,0.04,3
11339,340.0,20.0,35.0,92.31,2.0,2.0,46.0,12.0,31.67,35.6,28.26,0.02,2
11340,500.0,75.0,751.0,91.25,22.0,20.0,43.0,3.0,69.41,10.38,21.32,0.07,5
11341,90.0,10.0,12.0,100.0,22.0,21.0,31.0,24.0,2.3,32.52,17.67,0.0,10
11342,40.0,20.0,96.0,66.67,17.0,20.0,60.0,7.0,0.0,9.05,16.67,0.0,3
11343,980.0,38.0,1689.0,98.68,20.0,21.0,35.0,4.0,85.53,15.47,43.28,0.0,9
11344,700.0,50.0,18.0,100.0,18.0,18.0,25.0,14.0,14.94,13.76,23.73,0.7,2
11345,430.0,33.33,2.0,93.55,27.0,28.0,19.0,19.0,33.33,76.15,21.03,0.21,6
11346,670.0,35.0,250.0,98.84,19.0,21.0,44.0,3.0,44.83,5.11,17.96,0.05,4
11347,400.0,28.57,627.0,51.28,9.0,9.0,43.0,8.0,59.26,45.7,22.56,0.0,3
11348,204.989736476055,-6.1036732434496,18.0,100.0,20.0,20.0,67.0,4.0,0.0,0.0,16.67,0.0,4
11349,420.0,73.33,519.0,83.78,20.0,27.0,27.0,3.0,87.5,18.49,20.35,1.2,8
11350,220.0,50.0,94.0,100.0,4.0,4.0,31.0,7.0,4.55,54.16,25.45,0.0,3
11351,350.0,50.0,74.0,9.09,14.0,14.0,46.0,4.0,73.68,0.0,16.67,0.0,9
11352,50.0,20.0,123.0,0.0,0.0,0.0,40.0,6.0,20.0,0.0,0.0,0.0,5
11353,200.0,100.0,18.0,41.67,19.0,19.0,43.0,9.0,34.48,4.69,22.1,0.0,7
11354,550.0,100.0,137.0,71.79,7.0,7.0,30.0,4.0,22.95,39.4,22.37,0.89,9
11355,460.0,70.0,165.0,97.7,29.0,29.0,61.0,7.0,74.71,20.83,24.45,1.97,4
11356,200.0,20.0,212.0,87.88,12.0,13.0,39.0,6.0,36.59,35.54,22.01,0.33,4
11357,300.0,20.0,76.0,98.77,23.0,22.0,38.0,13.0,29.76,24.63,30.25,0.02,7
11358,30.0,30.0,68.0,0.0,0.0,0.0,52.0,3.0,11.11,0.0,0.0,0.0,9
11359,400.0,100.0,136.0,28.89,17.0,17.0,62.0,2.0,63.64,99.81,18.18,0.0,9
11360,400.0,100.0,168.0,74.29,16.0,16.0,37.0,11.0,72.84,33.47,24.75,0.37,4
11361,-187.419577589011,-20.9395578822545,115.0,0.0,0.0,0.0,43.0,4.0,0.0,0.0,0.0,0.0,5
11362,600.0,100.0,1965.0,25.29,18.0,18.0,48.0,6.0,98.85,21.62,23.68,0.05,10
11363,400.0,100.0,139.0,100.0,14.0,15.0,56.0,6.0,9.41,30.03,25.17,0.01,7
11364,430.0,20.0,115.0,100.0,17.0,18.0,46.0,7.0,33.33,98.66,15.1,0.0,10
11365,467.64066493762397,39.444052730707604,10.0,0.0,0.0,0.0,42.0,5.0,0.0,0.0,0.0,0.0,10
11366,1160.0,50.0,105.0,97.67,23.0,26.0,43.0,6.0,45.98,8.87,23.31,0.91,4
11367,590.0,44.0,199.0,100.0,24.0,22.0,38.0,8.0,43.02,21.43,24.41,0.02,10
11368,500.0,100.0,8.0,97.47,24.0,24.0,18.0,21.0,40.24,8.78,17.5,0.14,3
11369,580.0,14.44,31.0,94.81,18.0,19.0,26.0,20.0,17.28,6.63,21.96,0.67,3
11370,580.0,45.0,82.0,78.13,24.0,24.0,43.0,15.0,33.33,18.71,19.5,0.93,5
11371,62.954610488777504,57.2944457349659,17.0,100.0,26.0,26.0,33.0,10.0,0.0,78.52,16.67,0.0,7
11372,40.0,20.0,450.0,77.78,19.0,20.0,37.0,11.0,15.0,73.18,15.79,0.02,4
11373,430.0,18.0,110.0,100.0,22.0,23.0,29.0,4.0,18.39,24.15,17.49,0.43,3
11374,430.0,22.5,42.0,100.0,13.0,11.0,32.0,6.0,4.23,74.36,23.5,0.1,8
11375,800.0,50.0,417.0,94.74,19.0,17.0,37.0,4.0,2.74,15.5,24.55,0.03,5
11376,300.0,100.0,134.0,100.0,16.0,16.0,40.0,11.0,42.53,17.89,16.15,0.27,5
11377,80.0,20.0,16.0,76.19,16.0,15.0,36.0,7.0,20.0,88.24,13.76,0.03,9
11378,400.0,50.0,32.0,100.0,2.0,2.0,49.0,13.0,10.17,32.59,23.43,0.07,2
11379,600.0,50.0,66.0,100.0,30.0,29.0,9.0,14.0,11.49,17.15,26.68,0.81,2
11380,430.0,65.0,1472.0,92.5,13.0,14.0,44.0,3.0,54.22,30.83,22.69,0.04,3
11381,670.0,42.0,119.0,97.5,20.0,20.0,48.0,8.0,40.96,29.29,22.78,0.1,5
11382,510.0,60.0,170.0,80.82,15.0,16.0,61.0,2.0,60.98,3.09,25.61,0.27,4
11383,750.0,36.67,96.0,93.85,20.0,17.0,53.0,12.0,36.62,56.11,21.08,0.08,5
11384,700.0,50.0,262.0,91.57,23.0,22.0,42.0,7.0,79.76,9.0,24.44,0.58,3
11385,250.0,50.0,127.0,88.68,8.0,7.0,40.0,11.0,75.93,7.97,21.53,0.24,4
11386,500.0,100.0,198.0,0.0,0.0,0.0,30.0,2.0,100.0,0.0,0.0,0.0,8
11387,-400.501283750346,38.424132831950295,138.0,100.0,21.0,23.0,38.0,4.0,0.0,46.68,16.06,0.0,5
11388,560.0,18.46,209.0,76.0,6.0,7.0,38.0,6.0,12.07,9.21,23.81,0.01,2
11389,140.0,20.0,40.0,7.69,0.0,0.0,49.0,13.0,63.16,0.0,0.0,0.0,10
11390,400.0,100.0,121.0,85.51,16.0,15.0,52.0,3.0,55.56,41.22,31.66,0.0,10
11391,400.0,100.0,950.0,100.0,5.0,4.0,45.0,6.0,91.95,33.35,23.84,1.32,6
11392,70.0,20.0,1.0,0.0,0.0,0.0,40.0,11.0,44.44,0.0,0.0,0.0,10
11393,500.0,50.0,345.0,96.77,22.0,21.0,34.0,4.0,24.24,7.65,21.59,4.19,5
11394,290.0,20.0,238.0,97.01,8.0,9.0,45.0,2.0,40.3,54.23,27.57,0.57,4
11395,450.0,35.71,706.0,89.16,17.0,17.0,42.0,6.0,90.36,21.52,20.73,0.03,10
11396,550.0,50.0,77.0,16.67,10.0,10.0,34.0,15.0,90.7,6.04,23.73,0.02,4
11397,450.0,50.0,156.0,96.88,22.0,21.0,23.0,7.0,45.59,8.77,26.15,1.26,7
11398,560.0,42.0,31.0,100.0,20.0,24.0,32.0,11.0,44.05,71.6,25.02,0.31,4
11399,420.0,20.0,172.0,17.74,19.0,20.0,49.0,10.0,66.2,5.56,22.06,0.55,7
11400,400.0,50.0,20.0,100.0,19.0,19.0,42.0,10.0,25.64,15.69,17.41,2.29,2
11401,150.0,20.0,121.0,96.0,18.0,17.0,23.0,14.0,6.67,41.68,19.9,0.12,7
11402,-90.8270363923261,3.5518608947505896,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,-1.6201703664726899,6
11403,340.0,23.33,112.0,58.33,0.0,0.0,35.0,6.0,76.32,18.5,21.59,0.0,5
11404,900.0,27.5,177.0,100.0,21.0,22.0,47.0,9.0,53.49,40.95,21.31,0.03,4
11405,510.0,55.0,263.0,97.67,11.0,12.0,43.0,11.0,75.86,14.63,22.5,0.53,5
11406,600.0,50.0,10.0,100.0,26.0,26.0,52.0,5.0,8.05,20.35,23.57,0.18,4
11407,20.0,20.0,20.0,94.74,24.0,19.0,44.0,2.0,5.0,68.35,15.34,0.0,4
11408,558.017400621909,111.56088597184099,44.0,100.0,21.0,25.0,32.0,11.0,90.91,0.0,32.95,0.05,8
11409,500.0,50.0,1009.0,83.58,24.0,23.0,45.0,2.0,40.79,9.69,23.77,0.38,3
11410,320.0,35.0,267.0,100.0,11.0,11.0,35.0,5.0,41.07,47.96,20.64,0.04,4
11411,510.0,38.0,67.0,100.0,22.0,22.0,47.0,3.0,24.42,24.04,20.36,0.07,10
11412,450.0,50.0,48.0,100.0,22.0,26.0,30.0,13.0,10.34,39.78,14.48,0.16,3
11413,300.0,100.0,148.0,75.0,9.0,9.0,31.0,12.0,61.25,18.33,22.0,2.93,4
11414,18.364748572558398,14.2682942781217,273.0,50.0,0.0,0.0,37.0,6.0,0.0,0.0,0.0,0.0,3
11415,286.13656741554,-32.546541701815,1.0,100.0,0.0,0.0,55.0,14.0,14.29,9.76,0.0,0.0,5
11416,400.0,100.0,669.0,46.67,31.0,32.0,40.0,7.0,65.28,11.42,23.46,0.45,9
11417,400.0,100.0,269.0,83.56,16.0,16.0,36.0,8.0,51.9,16.16,23.86,0.04,4
11418,650.0,75.0,54.0,100.0,29.0,26.0,29.0,5.0,45.88,14.64,21.29,0.4,4
11419,450.0,20.0,120.0,100.0,22.0,19.0,33.0,12.0,20.69,89.37,15.28,0.09,3
11420,80.0,10.0,157.0,0.0,0.0,0.0,45.0,9.0,48.15,0.0,0.0,0.0,4
11421,20.0,20.0,58.0,0.0,0.0,0.0,14.0,24.0,66.67,0.0,16.67,0.0,5
11422,400.0,100.0,53.0,90.48,0.0,0.0,46.0,11.0,23.53,23.43,27.87,0.02,3
11423,400.0,100.0,57.0,100.0,24.0,24.0,25.0,7.0,24.14,73.06,17.29,0.39,8
